Item_Number,Set_Name,Theme,Pieces,Price,Amazon_Price,Year,Ages,Pages,Minifigures,Packaging,Weight,Unique_Pieces,Availability,Size
76099,Rhino Face-Off by the Mine,Marvel,229,19.99,39.9,2018,Ages_6-12,88,3,Box,NA,100,Retail,Small
76164,Iron Man Hulkbuster versus A.I.M. Agent,Marvel,456,39.99,39.95,2020,Ages_8+,80,4,Box,NA,143,Retail,Small
70920,Egghead Mech Food Fight,NA,293,29.99,39.95,2018,Ages_7-14,84,3,Box,NA,131,Retail,NA
75977,Junkrat & Roadhog,Overwatch,380,49.99,39.95,2019,Ages_10+,92,2,Box,NA,168,Retail,Small
41423,Tiger Hot Air Balloon Jungle Rescue,Friends,302,39.99,39.95,2020,Ages_7+,116,2,Box,NA,145,Retail,Small
76143,Avengers Truck Take-down,Marvel,477,39.99,39.95,2020,Ages_7+,116,4,Box,NA,164,Retail,Small
60264,Ocean Exploration Submarine,City,286,39.99,39.95,2020,Ages_5+,141,4,Box,0.52Kg (1.15 lb),131,Retail,Small
31105,Townhouse Toy Store,Creator 3-in-1,554,39.99,39.95,2020,Ages_8+,268,2,Box,0.88Kg (1.94 lb),194,Retail,Small
31107,Space Rover Explorer,Creator 3-in-1,510,39.99,39.95,2020,Ages_8+,276,1,Box,NA,206,Retail,Small
31093,Riverside Houseboat,Creator 3-in-1,396,39.99,39.98,2019,Ages_7+,200,2,Box,0.67Kg (1.48 lb),157,Retail,Small
41604,Iron Man MK50,BrickHeadz,101,9.99,39.99,2018,Ages_10+,32,NA,Box,NA,41,Retail,Small
75247,Rebel A-wing Starfighter,Star Wars,62,14.99,39.99,2019,Ages_4+,36,2,Box,0.18Kg (0.4 lb),44,Retail,Small
41156,Rapunzel's Castle Bedroom,Disney,156,19.99,39.99,2018,Ages_5-12,56,1,Box,NA,93,Retail,Small
10755,Zane's Ninja Boat Pursuit,Juniors,131,19.99,39.99,2018,Ages_4-7,64,2,Box,NA,78,Retail,Small
41372,Stephanie's Gymnastics Show,Friends,241,29.99,39.99,2019,Ages_6+,76,2,Box,NA,114,Retail,Small
21163,The Redstone Battle,Minecraft,504,39.99,39.99,2020,Ages_8+,88,4,Box,NA,133,Retail,Small
11005,Creative Fun,Classic,900,39.99,39.99,2019,Ages_4+,90,NA,Box,NA,231,NA,Small
42105,Catamaran,Technic,404,49.99,39.99,2020,Ages_8+,100,NA,Box,NA,74,Retail,Small
76115,Spider Mech vs. Venom,Marvel,604,49.99,39.99,2019,Ages_8+,104,4,Box,0.78Kg (1.72 lb),203,Retail,Small
75250,Pasaana Speeder Chase,Star Wars,373,39.99,39.99,2019,Ages_8+,116,4,Box,NA,177,Retail,Small
41164,Enchanted Tree House,LEGO Frozen 2,302,49.99,39.99,2019,Ages_6+,120,3,Box,NA,174,Retail,Small
41255,Pop Village Celebration,Trolls World Tour,380,49.99,39.99,2020,Ages_6+,120,5,Box,NA,205,Retail,Small
70432,Haunted Fairground,Hidden Side,466,49.99,39.99,2020,Ages_8+,124,5,Box,NA,212,Retail,Small
70422,Shrimp Shack Attack,Hidden Side,578,49.99,39.99,2019,Ages_8+,128,5,Box,NA,293,Retail,Small
70435,Newbury Abandoned Prison,Hidden Side,400,39.99,39.99,2020,Ages_7+,132,4,Box,NA,164,Retail,Small
71376,Thwomp Drop,LEGO Super Mario,393,39.99,39.99,2020,Ages_8+,NA,NA,Box,NA,159,Retail - limited,Small
75894,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,Speed Champions,481,49.99,40,2019,Ages_8+,64,4,Box,0.7Kg (1.54 lb),187,Retail,Small
76096,Superman & Krypto Team-Up,DC,199,19.99,40,2018,Ages_6-12,76,2,Box,NA,110,Retail,Small
75242,Black Ace TIE Interceptor,Star Wars,396,49.99,40,2019,Ages_8+,84,3,Box,NA,161,Retail,Small
41374,Andrea's Pool Party,Friends,468,49.99,40,2019,Ages_6+,112,2,Box,NA,221,Retail,Small
60232,Garage Centre,City,234,49.99,40,2019,Ages_4+,116,4,Box,0.62Kg (1.37 lb),62,Retail,Small
75254,AT-ST Raider,Star Wars,540,49.99,40,2019,Ages_8+,120,4,Box,NA,211,Retail,Small
70675,Katana 4X4,NINJAGO,450,49.99,40,2019,Ages_8+,128,5,Box,NA,185,Retail,Small
76120,Batwing and The Riddler Heist,Batman,489,49.99,40,2019,Ages_7+,132,4,Box,NA,212,Retail,Small
31095,Fairground Carousel,Creator 3-in-1,595,49.99,40,2019,Ages_8+,236,3,Box,NA,223,Retail,Small
41330,Stephanie's Soccer Practice,Friends,119,14.99,40.4,2018,Ages_6-12,48,1,Box,NA,78,Retail,Small
41332,Emma's Art Stand,Friends,210,19.99,40.99,2018,Ages_6-12,60,1,Box,0.32Kg (0.7 lb),107,Retail,Small
76138,Batman and The Joker Escape,Batman,171,39.99,40.99,2019,Ages_4+,72,4,Box,NA,119,Retail,Small
76104,The Hulkbuster Smash-Up,Marvel,375,29.99,41,2018,Ages_7-14,84,4,Box,0.49Kg (1.08 lb),143,Retail,Small
75262,Imperial Dropship – 20th Anniversary Edition,Star Wars,125,19.99,41.39,2019,Ages_6+,60,3,Box,NA,57,Retail,Small
10757,Raptor Rescue Truck,Juniors,85,24.99,41.88,2018,Ages_4-7,56,2,Box,0.31Kg (0.68 lb),56,Retail,Small
10899,Frozen Ice Castle,Disney,59,49.99,41.99,2019,Ages_2+,28,3,Box,NA,31,Retail,Small
70651,Throne Room Showdown,NINJAGO,221,19.99,41.99,2018,Ages_6-14,68,5,Box,0.34Kg (0.75 lb),111,Retail,Small
31104,Monster Burger Truck,Creator 3-in-1,499,49.99,42.79,2020,Ages_8+,248,2,Box,NA,183,Retail,Small
42072,WHACK!,Technic,135,19.99,42.99,2018,Ages_7-14,123,NA,Box,0.3Kg (0.66 lb),41,Retail,Small
60257,Service Station,City,354,49.99,42.99,2020,Ages_5+,193,4,Box,0.7Kg (1.55 lb),179,Retail,Small
41618,Anna & Olaf,BrickHeadz,201,14.99,43.72,2018,Ages_10+,56,NA,Box,NA,78,Retail,Small
41334,Andrea's Park Performance,Friends,229,24.99,43.79,2018,Ages_6-12,80,3,Box,NA,126,Retail,Small
41598,The Flash,DC,122,9.99,43.95,2018,Ages_10+,40,NA,Box,NA,47,Retail,Small
75964,Harry Potter Advent Calendar,Harry Potter,305,39.99,43.99,2019,Ages_7+,3,8,Box,NA,151,Retail,Small
75537,Darth Maul,Star Wars,104,29.99,43.99,2018,Ages_8-14,52,NA,Box,NA,43,Retail,Small
41329,Olivia's Deluxe Bedroom,Friends,163,14.99,44.42,2018,Ages_6-12,60,1,Box,NA,100,Retail,Small
75215,Cloud-Rider Swoop Bikes,Star Wars,355,29.99,44.69,2018,Ages_8-14,92,3,Box,0.37Kg (0.81 lb),148,NA,Small
75237,TIE Fighter Attack,Star Wars,77,19.99,44.7,2019,Ages_4+,40,2,Box,0.26Kg (0.57 lb),50,Retail,Small
75551,Brick-built Minions and their Lair,Minions,876,49.99,44.83,2020,Ages_8+,184,3,Box,NA,180,Retail,Small
75228,Escape Pod vs. Dewback Microfighters,Star Wars,177,19.99,44.89,2019,Ages_6+,64,3,Box,0.2Kg (0.44 lb),79,Retail,Small
70650,Destiny's Wing,NINJAGO,181,19.99,44.92,2018,Ages_6-14,76,2,Box,0.33Kg (0.73 lb),100,Retail,Small
10889,Mickey's Vacation House,Disney,57,49.99,44.99,2019,Ages_2+,28,3,Box,0.99Kg (2.17 lb),37,Retail,Small
10903,Fire Station,DUPLO,76,49.99,44.99,2019,Ages_2+,34,2,NA,1.14Kg (2.51 lb),47,NA,Large
71711,Jay's Cyber Dragon,NINJAGO,518,49.99,44.99,2020,Ages_8+,84,5,Box,NA,189,Retail,Small
76129,Hydro-Man Attack,Marvel,471,39.99,44.99,2019,Ages_7+,96,4,Box,NA,170,Retail,Small
42089,Power Boat,Technic,174,14.99,44.99,2019,Ages_8+,98,NA,Box,0.26Kg (0.57 lb),56,Retail,Small
71699,Thunder Raider,NINJAGO,576,49.99,44.99,2020,Ages_8+,148,5,Box,NA,191,Retail,Small
60244,Police Helicopter Transport,City,317,49.99,44.99,2020,Ages_5+,156,4,Box,0.72Kg (1.58 lb),161,Retail,Small
70431,The Lighthouse of Darkness,Hidden Side,540,49.99,44.99,2020,Ages_8+,156,5,Box,NA,240,Retail,Small
75973,D.Va & Reinhardt,Overwatch,455,39.99,45.17,2019,Ages_10+,108,2,Box,0.59Kg (1.3 lb),161,Retail,Small
21152,Pirate Ship,Minecraft,386,39.99,45.46,2019,Ages_8+,116,3,Box,0.75Kg (1.65 lb),143,Retail,Small
70837,Shimmer & Shine Sparkle Spa!,THE LEGO MOVIE 2,694,69.99,45.49,2019,Ages_7+,128,8,Box,NA,209,Retail,Small
31077,Modular Sweet Surprises,Creator 3-in-1,396,39.99,45.65,2018,Ages_8-12,184,3,Box,0.72Kg (1.58 lb),187,Retail,Small
10753,The Joker Batcave Attack,Batman,151,24.99,45.95,2018,Ages_4-7,76,3,Box,0.41Kg (0.9 lb),94,Retail,Small
41333,Olivia's Mission Vehicle,Friends,223,19.99,45.95,2018,Ages_6-12,84,1,Box,0.32Kg (0.7 lb),106,Retail,Small
31080,Modular Winter Vacation,Creator 3-in-1,374,34.99,46,2018,Ages_7-12,200,2,Box,NA,142,Retail,Small
10877,Belle's Tea Party,Disney,19,19.99,46.44,2018,Ages_2-5,8,1,Box,0.27Kg (0.59 lb),16,NA,Small
70849,Wyld-Mayhem Star Fighter,THE LEGO MOVIE 2,405,49.99,46.5,2019,Ages_8+,132,4,Box,NA,157,Retail,Small
10764,City Central Airport,Juniors,376,49.99,46.5,2018,Ages_4-7,144,5,Box,0.91Kg (2 lb),170,Retail,Small
10893,Spider-Man vs. Electro,Marvel,29,19.99,46.75,2019,Ages_2+,10,2,Box,0.41Kg (0.9 lb),22,Retail,Small
75245,Star Wars Advent Calendar,Star Wars,280,39.99,46.76,2019,Ages_6+,2,9,Box,NA,177,Retail,Small
41349,Drifting Diner,Friends,345,29.99,46.9,2018,Ages_6-12,92,2,Box,0.54Kg (1.19 lb),182,Retail,Small
10879,Gentle Giants Petting Zoo,Jurassic World,24,19.99,46.95,2018,Ages_2-5,13,1,Box,0.37Kg (0.81 lb),19,Retail,Small
21043,San Francisco,Architecture,565,49.99,46.99,2019,Ages_12+,128,NA,Box,NA,163,Retail,Small
41160,Ariel's Castle,Disney,115,24.99,47,2019,Ages_4+,56,1,NA,0.31Kg (0.68 lb),74,NA,Small
70423,Paranormal Intercept Bus 3000,Hidden Side,689,59.99,47.23,2019,Ages_8+,136,5,Box,NA,272,Retail,Small
75887,Porsche 919 Hybrid,Speed Champions,163,14.99,47.95,2018,Ages_7-14,60,1,Box,NA,75,Retail,Small
10881,Mickey's Boat,Disney,28,29.99,47.99,2018,Ages_2-5,24,2,Box,0.58Kg (1.28 lb),25,Retail,Small
75935,Baryonyx Face-Off: The Treasure Hunt,Jurassic World,434,59.99,47.99,2019,Ages_7+,96,4,Box,NA,211,Retail,Small
76144,Avengers Hulk Helicopter Rescue,Marvel,482,59.99,47.99,2019,Ages_8+,100,4,Box,NA,187,Retail,Small
76125,Iron Man Hall of Armour,Marvel,524,59.99,47.99,2019,Ages_7+,104,5,Box,NA,156,Retail,Small
75947,Hagrid's Hut: Buckbeak's Rescue,Harry Potter,496,59.99,47.99,2019,Ages_8+,120,6,Box,NA,208,Retail,Small
41380,Lighthouse Rescue Centre,Friends,602,59.99,47.99,2019,Ages_6+,180,2,Box,NA,273,Retail,Small
31096,Twin-Rotor Helicopter,Creator 3-in-1,569,59.99,47.99,2019,Ages_9+,228,1,Box,NA,200,Retail,Small
75241,Action Battle Echo Base Defence,Star Wars,504,59.99,48,2019,Ages_8+,112,5,Box,NA,192,Retail,Small
41379,Heartlake City Restaurant,Friends,624,59.99,48,2019,Ages_6+,140,3,Box,NA,201,Retail,Small
60227,Lunar Space Station,City,412,59.99,48,2019,Ages_6+,172,5,Box,0.9Kg (1.98 lb),171,Retail,Small
41344,Andrea's Accessories Store,Friends,294,29.99,48.11,2018,Ages_6-12,84,2,Box,0.51Kg (1.12 lb),128,Retail,Small
75937,Triceratops Rampage,Jurassic World,447,59.99,48.49,2019,Ages_7+,112,4,Box,NA,200,Retail,Small
41394,Heartlake City Hospital,Friends,379,49.99,48.53,2020,Ages_6+,132,3,Box,NA,154,Retail,Small
76102,Thor's Weapon Quest,Marvel,223,19.99,48.71,2018,Ages_6-12,84,3,Box,0.33Kg (0.73 lb),112,Retail,Small
75193,Millennium Falcon Microfighter,Star Wars,92,9.99,48.9,2018,Ages_6-12,44,1,Box,0.11Kg (0.25 lb),48,Retail,Small
41619,Darth Vader,Star Wars,104,9.99,48.98,2018,Ages_10+,40,NA,Box,NA,41,Retail,Small
72001,Lance's Hover Jouster,NA,217,19.99,48.98,2018,Ages_7-14,52,3,Box,NA,85,Retail - limited,NA
10880,T. rex Tower,Jurassic World,22,29.99,48.99,2018,Ages_2-5,14,1,Box,0.61Kg (1.34 lb),18,Retail,Small
75200,Ahch-To Island Training,Star Wars,241,29.99,48.99,2018,Ages_7-12,84,2,Box,0.39Kg (0.86 lb),129,Retail,Small
76114,Spider-Man's Spider Crawler,Marvel,418,39.99,48.99,2019,Ages_7+,84,4,Box,0.5Kg (1.1 lb),132,Retail,Small
75210,Moloch's Landspeeder,Star Wars,464,39.99,48.99,2018,Ages_8-12,144,2,Box,0.65Kg (1.43 lb),163,Retail,Small
10760,Underminer's Bank Heist,Juniors,149,24.99,49.75,2018,Ages_4-7,64,3,Box,NA,99,Retail,Small
41346,Friendship Box,Friends,563,49.99,49.79,2018,Ages_6-12,172,NA,Box,0.98Kg (2.16 lb),198,Retail,Small
21044,Paris,Architecture,649,49.99,49.84,2019,Ages_12+,112,NA,Box,NA,114,Retail,Small
41342,Emma's Deluxe Bedroom,Friends,183,14.99,49.92,2018,Ages_6-12,68,1,Box,NA,105,Retail,Small
41157,Rapunzel's Travelling Caravan,Disney,323,39.99,49.95,2018,Ages_6-12,108,2,Box,0.54Kg (1.19 lb),171,Retail,Small
43180,Belle's Castle Winter Celebration,Disney,238,49.99,49.95,2020,Ages_4+,108,6,Box,NA,146,Retail,Small
76159,Joker's Trike Chase,Batman,440,49.99,49.95,2020,Ages_7+,108,4,Box,NA,181,Retail,Small
10763,Stephanie's Lakeside House,Friends,215,34.99,49.95,2018,Ages_4-7,112,3,Box,NA,142,Retail,Small
75940,Gallimimus and Pteranodon Breakout,Jurassic World,391,49.99,49.95,2020,Ages_7+,112,3,Box,NA,170,Retail,Small
70667,Kai's Blade Cycle & Zane's Snowmobile,NINJAGO,376,29.99,49.95,2019,Ages_8+,128,4,Box,0.51Kg (1.12 lb),189,Retail,Small
76899,Lamborghini Urus ST-X & Huracán Super Trofeo EVO,Speed Champions,663,49.99,49.95,2020,Ages_8+,144,2,Box,NA,202,Retail,Small
41428,Beach House,Friends,444,49.99,49.95,2020,Ages_6+,160,2,Box,NA,216,Retail,Small
71362,Guarded Fortress,LEGO Super Mario,468,49.99,49.95,2020,Ages_8+,NA,3,Box,NA,192,Retail,Small
10914,Deluxe Brick Box,DUPLO,85,49.99,49.99,2020,Ages_1½+,28,NA,Tub,NA,58,Retail,Large
21047,Las Vegas,Architecture,501,39.99,49.99,2018,Ages_12+,108,NA,Box,NA,123,Retail,Small
42106,Stunt Show Truck & Bike,Technic,610,49.99,49.99,2020,Ages_8+,120,NA,Box,NA,109,Retail,Small
42093,Chevrolet Corvette ZR1,Technic,579,49.99,49.99,2019,Ages_9+,233,NA,Box,0.79Kg (1.74 lb),105,Retail,Small
75927,Stygimoloch Breakout,Jurassic World,222,29.99,51.99,2018,Ages_6-12,84,2,Box,0.46Kg (1.01 lb),91,Retail,Small
10404,Ocean's Bottom,Classic,579,29.99,52.47,2018,Ages_5-99,57,2,Box,NA,218,Retail,Small
60245,Police Monster Truck Heist,City,362,59.99,52.74,2020,Ages_5+,200,5,Box,0.85Kg (1.87 lb),198,Retail,Small
75229,Death Star Escape,Star Wars,329,29.99,53.75,2019,Ages_7+,84,4,Box,0.44Kg (0.97 lb),110,Retail,Small
41335,Mia's Tree House,Friends,351,29.99,53.88,2018,Ages_6-12,120,2,Box,0.61Kg (1.34 lb),151,Retail,Small
41368,Andrea's Talent Show,Friends,492,49.99,53.94,2019,Ages_7+,124,2,NA,0.72Kg (1.59 lb),184,NA,Small
10874,Steam Train,DUPLO,59,59.99,53.99,2018,Ages_2-5,48,2,Box,1.5Kg (3.3 lb),38,Retail,Large
75277,Boba Fett,Star Wars,625,59.99,53.99,2020,Ages_18+,116,NA,Box,NA,172,NA,Small
60217,Fire Plane,City,363,59.99,53.99,2019,Ages_6+,156,3,Box,0.76Kg (1.68 lb),151,Retail - limited,Small
75888,Porsche 911 RSR and 911 Turbo 3.0,Speed Champions,391,29.99,54.2,2018,Ages_7-14,120,3,Box,0.56Kg (1.23 lb),166,Retail,Small
41622,Peter Venkman & Slimer,BrickHeadz,228,19.99,54.75,2018,Ages_10+,77,NA,Box,NA,90,Retail,Small
60223,Harvester Transport,City,358,29.99,54.8,2019,Ages_5+,148,3,Box,0.65Kg (1.43 lb),166,Retail,Small
75276,Stormtrooper,Star Wars,647,59.99,54.99,2020,Ages_18+,124,NA,Box,NA,155,NA,Small
75249,Resistance Y-wing Starfighter,Star Wars,578,69.99,55.99,2019,Ages_8+,76,5,Box,NA,177,Retail,Small
76130,Stark Jet and the Drone Attack,Spider-Man,504,69.99,55.99,2019,Ages_8+,96,4,Box,NA,176,Retail,Small
75953,Hogwarts Whomping Willow,Harry Potter,753,69.99,55.99,2018,Ages_8-14,148,6,Box,1.1Kg (2.42 lb),253,Retail,Small
75240,Major Vonreg's TIE Fighter,Star Wars,496,69.99,56,2019,Ages_8+,92,4,Box,NA,151,Retail,Small
60215,Fire Station,City,509,69.99,56,2019,Ages_5+,184,4,Box,1.17Kg (2.57 lb),210,Retail,Small
10864,Large Playground Brick Box,DUPLO,71,49.99,56.69,2018,Ages_2-5,32,2,Plastic box,1.41Kg (3.11 lb),49,NA,Large
21051,Tokyo,Architecture,547,59.99,56.78,2020,Ages_16+,96,NA,Box,NA,146,Retail - limited,Small
75278,D-O,Star Wars,519,69.99,57.09,2020,Ages_10+,72,1,Box,NA,149,NA,Small
21052,Dubai,Architecture,740,59.99,57.44,2020,Ages_16+,112,NA,Box,NA,127,Retail - limited,Small
41365,Emma's Art Studio,Friends,235,24.99,57.59,2019,Ages_6+,60,2,Box,0.42Kg (0.93 lb),122,Retail,Small
21316,The Flintstones,Ideas,748,59.99,57.86,2019,Ages_10+,180,4,Box,1.04Kg (2.29 lb),242,Retail - limited,Small
76097,Lex Luthor Mech Takedown,DC,406,39.99,57.99,2018,Ages_7-14,84,5,Box,NA,159,Retail,Small
70828,Pop-Up Party Bus,THE LEGO MOVIE 2,1024,79.99,57.99,2019,Ages_9+,172,4,Box,1.39Kg (3.06 lb),294,Retail,Small
21160,The Illager Raid,Minecraft,562,59.99,58.16,2020,Ages_8+,96,5,Box,NA,187,Retail,Small
41352,The Big Race Day,Friends,648,59.99,59.3,2018,Ages_7-12,144,3,Box,0.99Kg (2.18 lb),252,Retail,Small
41191,Naida & The Water Turtle Ambush,NA,205,19.99,59.95,2018,Ages_7-12,56,2,Box,NA,103,Retail,NA
76152,Avengers Wrath of Loki,Marvel,223,59.99,59.95,2020,Ages_4+,124,5,Box,NA,137,Retail,Small
60261,Central Airport,City,286,59.99,59.95,2020,Ages_4+,169,6,Box,0.82Kg (1.81 lb),168,Retail,Small
10761,The Great Home Escape,Juniors,178,29.99,59.98,2018,Ages_4-7,76,4,Box,NA,123,Retail,Small
21039,Shanghai,Architecture,597,59.99,59.98,2018,Ages_12+,160,NA,Box,0.66Kg (1.45 lb),144,Retail,Small
10906,Tropical Island,DUPLO,73,59.99,59.99,2019,Ages_2+,40,3,Box,NA,44,Retail,Large
10929,Modular Playhouse,DUPLO,129,59.99,59.99,2020,Ages_2+,84,3,Box,NA,56,Retail,Large
76165,Iron Man,Marvel,480,59.99,59.99,2020,Ages_18+,132,NA,Box,NA,123,Retail,Small
70436,Phantom Fire Truck 3000,Hidden Side,760,59.99,59.99,2020,Ages_9+,148,6,Box,NA,263,Retail,Small
21319,Central Perk,Ideas,1070,59.99,59.99,2019,Ages_16+,156,7,Box,1.35Kg (2.98 lb),366,Retail - limited,Small
21320,Dinosaur Fossils,Ideas,910,59.99,59.99,2019,Ages_16+,169,2,Box,NA,201,Retail - limited,Small
76117,Batman Mech vs. Poison Ivy Mech,Batman,375,39.99,61.94,2019,Ages_7+,92,4,Box,0.55Kg (1.21 lb),173,Retail,Small
31085,Mobile Stunt Show,Creator 3-in-1,581,49.99,61.99,2018,Ages_8-12,224,2,Box,NA,212,Retail,Small
21138,The Melon Farm,Minecraft,69,14.99,62.75,2018,Ages_6-14,44,3,Box,NA,47,Retail,Small
41369,Mia's House,Friends,715,69.99,62.99,2019,Ages_6+,192,3,NA,1.12Kg (2.47 lb),274,NA,Small
41616,Hermione Granger,BrickHeadz,127,9.99,63.49,2018,Ages_10+,40,NA,Box,NA,50,Retail,Small
75952,Newt's Case of Magical Creatures,NA,694,49.99,63.49,2018,Ages_8-14,132,4,Box,0.85Kg (1.87 lb),241,Retail,NA
70639,Street Race of Snake Jaguar,NINJAGO,308,29.99,63.93,2018,Ages_7-14,112,2,Box,0.44Kg (0.97 lb),130,Retail,Small
75216,Snoke's Throne Room,Star Wars,492,69.99,63.95,2018,Ages_8-14,104,4,Box,0.82Kg (1.81 lb),166,Retail,Small
75955,Hogwarts Express,Harry Potter,801,79.99,63.99,2018,Ages_8-14,124,6,Box,1.37Kg (3.02 lb),261,Retail,Small
43172,Elsa's Ice Palace,LEGO Frozen 2,701,79.99,63.99,2019,Ages_6+,180,4,NA,NA,234,NA,Small
41167,Arendelle Castle,LEGO Frozen 2,521,79.99,63.99,2019,Ages_5+,192,3,Box,NA,231,Retail,Small
75208,Yoda's Hut,Star Wars,229,29.99,64.75,2018,Ages_7-12,72,3,Box,0.38Kg (0.84 lb),139,Retail - limited,Small
60172,Dirt Road Pursuit,City,297,39.99,64.75,2018,Ages_5-12,116,3,Box,0.6Kg (1.32 lb),140,Retail,Small
70829,Emmet and Lucy's Escape Buggy!,THE LEGO MOVIE 2,550,49.99,64.95,2019,Ages_8+,124,4,Box,0.78Kg (1.72 lb),199,Retail,Small
31083,Cruising Adventures,Creator 3-in-1,597,59.99,64.97,2018,Ages_9-14,216,3,Box,1.19Kg (2.62 lb),246,Retail,Small
76100,Royal Talon Fighter Attack,Marvel,358,29.99,64.99,2018,Ages_7-14,100,4,Box,NA,119,Retail,Small
60182,Pickup & Caravan,City,344,29.99,65.99,2018,Ages_5-12,140,3,Box,0.65Kg (1.43 lb),188,Retail,Small
60193,Arctic Air Transport,City,277,39.99,66.4,2018,Ages_6-12,112,2,Box,0.59Kg (1.3 lb),113,Retail,Small
75974,Bastion,Overwatch,602,49.99,66.95,2019,Ages_10+,116,NA,Box,0.77Kg (1.7 lb),168,Retail,Small
41161,Aladdin's and Jasmine's Palace Adventures,Disney,193,29.99,67.22,2019,Ages_5+,76,2,NA,0.38Kg (0.84 lb),114,NA,Small
21142,The Polar Igloo,Minecraft,278,29.99,67.39,2018,Ages_8+,84,2,Box,0.56Kg (1.23 lb),95,Retail,Small
75975,Watchpoint: Gibraltar,Overwatch,730,89.99,67.76,2019,Ages_9+,192,4,Box,1.39Kg (3.06 lb),287,Retail,Small
41455,Unikingdom Creative Brick Box,Unikitty!,433,39.99,67.95,2018,Ages_5-12,172,17,Box,1.03Kg (2.27 lb),220,Retail,Small
75928,Blue's Helicopter Pursuit,Jurassic World,397,39.99,67.97,2018,Ages_7-12,112,3,Box,0.63Kg (1.39 lb),177,Retail,Small
41338,Stephanie's Sports Arena,Friends,460,44.99,68.7,2018,Ages_6-12,108,2,Box,0.76Kg (1.67 lb),188,Retail,Small
72005,Aaron's X-bow,NA,569,49.99,68.87,2018,Ages_8-14,152,4,Box,NA,185,Retail,NA
42107,Ducati Panigale V4 R,Technic,646,69.99,69.95,2020,Ages_10+,128,NA,Box,NA,128,Retail,Small
60183,Heavy Cargo Transport,City,310,29.99,69.95,2018,Ages_5-12,128,2,Box,0.59Kg (1.3 lb),161,Retail,Small
41429,Heartlake City Airplane,Friends,574,69.99,69.95,2020,Ages_7+,164,NA,Box,NA,238,Retail,Small
75968,4 Privet Drive,Harry Potter,797,69.99,69.95,2020,Ages_8+,184,6,Box,NA,255,Retail,Small
41395,Friendship Bus,Friends,778,69.99,69.95,2020,Ages_8+,236,3,Box,NA,286,Retail,Small
31108,Caravan Family Holiday,Creator 3-in-1,766,69.99,69.95,2020,Ages_9+,276,3,Box,1.37Kg (3.02 lb),328,Retail,Small
72002,Twinfector,NA,191,19.99,69.99,2018,Ages_7-14,44,3,Box,NA,73,Retail,NA
60202,People Pack - Outdoor Adventures,City,164,39.99,69.99,2018,Ages_5-12,64,15,Box,0.29Kg (0.64 lb),128,Retail,Small
41610,Tactical Batman & Superman,BrickHeadz,209,19.99,69.99,2018,Ages_10+,69,NA,Box,NA,72,NA,Small
60186,Mining Heavy Driller,City,294,49.99,69.99,2018,Ages_5-12,124,3,Box,0.78Kg (1.71 lb),139,Retail,Small
21321,International Space Station,Ideas,864,69.99,69.99,2020,Ages_16+,128,NA,Box,NA,186,Retail - limited,Small
75284,Knights of Ren Transport Ship,Star Wars,595,69.99,69.99,2020,Ages_9+,136,3,Box,NA,182,Retail,Small
21161,The Crafting Box 3.0,Minecraft,564,69.99,69.99,2020,Ages_8+,180,4,Box,NA,128,Retail,Small
21143,The Nether Portal,Minecraft,470,39.99,70.09,2018,Ages_8+,112,3,Box,0.7Kg (1.54 lb),146,Retail,Small
10758,T. Rex Breakout,Juniors,150,49.99,70.78,2018,Ages_4-7,76,3,Box,0.67Kg (1.48 lb),98,Retail,Small
71712,Empire Temple of Madness,NINJAGO,810,79.99,71.99,2020,Ages_9+,160,6,Box,NA,267,Retail,Small
70676,Lloyd's Titan Mech,NINJAGO,876,79.99,71.99,2019,Ages_9+,164,6,Box,NA,230,Retail,Small
70670,Monastery of Spinjitzu,NINJAGO,1070,79.99,71.99,2019,Ages_9+,188,8,Box,1.52Kg (3.35 lb),359,Retail,Small
75205,Mos Eisley Cantina,Star Wars,376,39.99,72.47,2018,Ages_8-14,80,4,Box,NA,140,Retail - limited,Small
70640,S.O.G. Headquarters,NINJAGO,530,39.99,72.98,2018,Ages_8-14,96,5,Box,NA,246,Retail,Small
75201,First Order AT-ST,Star Wars,370,39.99,73.99,2018,Ages_8-14,80,4,Box,NA,157,Retail,Small
31097,Townhouse Pet Shop & Café,Creator 3-in-1,969,79.99,73.99,2019,Ages_9+,356,3,Box,1.7Kg (3.74 lb),289,Retail,Small
60194,Arctic Scout Truck,City,322,59.99,74.49,2018,Ages_7-12,100,3,Box,0.72Kg (1.59 lb),148,Retail,Small
10876,Spider-Man & Hulk Adventures,DUPLO,38,29.99,74.5,2018,Ages_2-5,20,3,Box,0.54Kg (1.19 lb),29,NA,Large
75199,General Grievous' Combat Speeder,Star Wars,157,29.99,74.9,2018,Ages_7-12,60,2,Box,0.3Kg (0.66 lb),76,Retail,Small
31079,Sunshine Surfer Van,Creator 3-in-1,379,34.99,74.94,2018,Ages_8-12,184,2,Box,0.6Kg (1.32 lb),160,Retail,Small
21139,The Nether Fight,Minecraft,84,14.99,74.99,2018,Ages_6-14,40,3,Box,NA,48,Retail,Small
42074,Racing Yacht,Technic,330,39.99,75.99,2018,Ages_8-14,156,NA,NA,0.61Kg (1.34 lb),83,NA,Small
21045,Trafalgar Square,Architecture,1197,79.99,76.3,2019,Ages_12+,192,NA,Box,NA,205,Retail - limited,Small
